Person_ID,Age,Gender,Occupation,Monthly_Income,City_Type,Travel_Distance,Travel_Time,Fuel_Cost,Vehicle_Ownership,Preferred_Transport_Mode,Purpose_of_Travel,Satisfaction_Score
1271,58,Male,Self-Employed,7666,Urban,6.64320168497265,20,0.0,Yes,Car,Work,8.6
1272,51,Female,Business,15118,Urban,18.9187261179031,38,0.0,Yes,Metro,Work,10.0
1273,25,Female,Business,4612,Urban,14.3419993067734,22,1.73,No,Bike,Shopping,6.3
1274,37,Female,Employee,5421,Rural,18.6489925661792,37,5.17,Yes,Car,Work,7.5
1275,60,Female,Employee,8024,Urban,1.0,5,0.87,No,Bus,Leisure,7.3
1276,44,Female,Employee,7725,Semi-Urban,26.4498275213861,52,5.21,Yes,Car,Work,8.6
1277,75,Male,Retired,4609,Urban,2.29387885246777,10,0.0,Yes,Bus,Work,6.7
1278,47,Female,Employee,4171,Semi-Urban,6.96632890294019,18,1.03,Yes,Car,Shopping,7.5
1279,44,Male,Employee,5922,Semi-Urban,51.9345380210312,103,3.78,Yes,Car,Work,7.6
1280,37,Female,Employee,5300,Urban,14.2183128810776,28,1.51,Yes,Car,Work,7.6
1281,44,Male,Employee,4298,Semi-Urban,31.0183043266174,52,2.23,No,Bus,Leisure,5.2
1282,39,Other,Business,7894,Semi-Urban,32.1739127577387,70,3.54,Yes,Bus,Education,6.1
1283,52,Female,Employee,7841,Semi-Urban,17.9325177381054,34,1.69,Yes,Car,Leisure,7.6
1284,56,Female,Employee,7181,Semi-Urban,41.1646424752125,80,4.31,Yes,Bus,Work,5.7
1285,30,Male,Employee,2683,Semi-Urban,33.0394950990118,63,8.18,Yes,Train,Leisure,6.1
1286,22,Male,Student,2937,Urban,8.9407307521647,20,4.61,No,Metro,Work,8.0
1287,18,Female,Student,1633,Semi-Urban,25.885569732125,46,5.94,Yes,Car,Shopping,7.0
1288,49,Male,Self-Employed,5723,Urban,5.18033029430163,5,4.21,Yes,Bus,Leisure,6.9
1289,25,Female,Business,3956,Urban,11.7500570167853,23,4.25,Yes,Metro,Leisure,7.8
1290,18,Male,Student,1630,Rural,45.2074423843497,87,5.38,Yes,Car,Work,5.7
1291,47,Female,Employee,6453,Urban,11.5417333669602,24,1.14,Yes,Car,Education,8.8
1292,75,Male,Retired,1111,Urban,15.4412364587326,27,2.32,No,Bike,Shopping,5.2
1293,41,Female,Business,6439,Urban,14.3719063619059,36,1.3,Yes,Car,Shopping,7.3
1294,54,Female,Employee,8592,Urban,16.8461483093168,37,0.0,Yes,Metro,Work,8.1
1295,43,Male,Employee,9216,Urban,22.5447762953727,48,3.3,Yes,Car,Leisure,8.1
1296,40,Male,Business,10601,Rural,61.8604695442616,120,4.29,Yes,Car,Work,9.5
1297,55,Male,Business,15059,Urban,22.6367187240826,57,2.99,Yes,Bus,Education,7.7
1298,37,Female,Business,8582,Semi-Urban,22.2839865526065,42,0.68,Yes,Car,Shopping,7.5
1299,46,Female,Self-Employed,5326,Urban,10.9310808472907,18,1.15,No,Metro,Shopping,9.1
1300,46,Female,Self-Employed,7681,Semi-Urban,44.8039502591895,93,5.76,No,Train,Work,5.9
1301,31,Female,Employee,7594,Rural,63.4295534286417,127,6.91,Yes,Car,Work,6.5
1302,56,Male,Employee,9551,Urban,9.57103505970494,15,0.0,Yes,Car,Work,7.8
1303,39,Male,Business,6150,Semi-Urban,44.1737588867261,99,2.92,Yes,Car,Education,7.0
1304,30,Male,Business,7799,Rural,31.1293576670811,67,4.65,Yes,Car,Work,7.8
1305,50,Male,Self-Employed,6055,Semi-Urban,42.2158358621269,84,3.95,Yes,Car,Education,7.4
1306,28,Female,Employee,4410,Urban,14.7896303930748,41,2.9,Yes,Car,Work,7.6
1307,42,Female,Employee,6781,Semi-Urban,14.2334659414049,32,1.73,Yes,Train,Work,8.2
1308,41,Male,Employee,7330,Semi-Urban,28.4888926736088,56,3.02,Yes,Car,Shopping,7.5
1309,58,Female,Employee,9304,Urban,32.4581424775639,76,4.59,No,Bus,Education,7.2
1310,49,Female,Employee,9428,Urban,16.6222429024399,36,0.64,Yes,Car,Work,6.8
1311,41,Male,Business,8661,Urban,33.403599813746,69,4.81,No,Metro,Leisure,5.6
1312,54,Male,Employee,5353,Urban,3.4485877609997,5,0.0,Yes,Car,Others,8.3
1313,62,Male,Business,13874,Rural,65.0148358532768,130,12.87,Yes,Car,Education,7.5
1314,50,Female,Business,16651,Urban,1.0,5,0.0,Yes,Car,Leisure,10.0
1315,42,Female,Employee,5484,Urban,14.9981161206817,37,1.09,No,Bus,Shopping,6.8
1316,22,Female,Student,1843,Semi-Urban,44.4682606647698,80,4.7,No,Walk,Education,5.9
1317,26,Male,Business,9487,Urban,21.7031207599702,50,0.0,Yes,Car,Leisure,7.6
1318,37,Male,Business,9624,Urban,8.60584220335669,12,2.48,Yes,Metro,Education,8.9
1319,32,Female,Self-Employed,5513,Semi-Urban,50.586356329651,100,5.21,Yes,Car,Others,6.5
1320,39,Female,Self-Employed,3653,Urban,10.7302819196424,19,0.0,No,Metro,Education,7.4
1321,42,Female,Self-Employed,936,Urban,13.6872219911008,24,3.03,No,Metro,Shopping,6.6
1322,49,Female,Employee,5232,Urban,11.5334222451469,26,0.11,No,Bus,Education,6.2
1323,40,Male,Self-Employed,4719,Semi-Urban,17.954159739015,35,1.94,Yes,Car,Leisure,7.2
1324,49,Female,Business,14142,Semi-Urban,58.5457938113128,113,8.38,Yes,Bus,Education,7.3
1325,42,Female,Self-Employed,5293,Rural,50.9603563431615,102,5.39,Yes,Car,Shopping,7.2
1326,18,Male,Student,1240,Urban,23.698547029269,43,2.1,Yes,Car,Leisure,6.3
1327,27,Female,Self-Employed,3718,Semi-Urban,50.670668626469,98,11.01,Yes,Bus,Work,4.7
1328,39,Male,Employee,6885,Rural,30.6411957145403,53,0.0,Yes,Car,Work,6.5
1329,23,Male,Employee,6337,Urban,24.7290179813728,47,0.4,No,Bus,Leisure,4.4
1330,50,Male,Employee,8595,Rural,60.0682848709864,122,5.02,Yes,Car,Work,7.8
1331,64,Male,Employee,9309,Rural,29.1819627105422,58,7.08,Yes,Car,Leisure,7.5
1332,60,Male,Employee,5786,Urban,18.590806650732,46,0.94,Yes,Bus,Work,5.0
1333,38,Male,Employee,5272,Urban,6.81625692105545,26,1.3,Yes,Car,Education,7.9
1334,64,Female,Employee,11320,Urban,27.8516669438291,53,2.39,Yes,Bus,Work,6.1
1335,44,Male,Business,13465,Urban,21.5102939593767,38,3.79,Yes,Car,Work,8.6
1336,36,Male,Employee,3293,Rural,48.5770287561792,102,5.8,Yes,Car,Education,5.5
1337,32,Male,Employee,5116,Rural,75.2960723643436,152,9.54,Yes,Car,Leisure,6.8
1338,37,Female,Employee,6244,Urban,2.34409884237169,10,2.86,Yes,Car,Work,7.9
1339,36,Male,Employee,4456,Semi-Urban,23.7598804981993,49,3.73,Yes,Car,Work,7.6
1340,44,Male,Employee,2936,Semi-Urban,31.2137041738944,61,2.28,Yes,Car,Work,6.5
1341,44,Female,Employee,6548,Urban,32.8854774514041,64,4.57,Yes,Car,Shopping,7.5
1342,42,Female,Employee,5018,Semi-Urban,18.9427564868989,40,7.11,Yes,Car,Leisure,6.2
1343,48,Female,Business,8348,Rural,15.8538811651865,30,3.03,Yes,Car,Education,9.8
1344,59,Female,Employee,7367,Urban,3.44491588401383,12,0.72,Yes,Car,Shopping,8.3
1345,56,Male,Employee,7399,Urban,22.2497269536448,37,0.0,Yes,Metro,Leisure,9.1
1346,19,Female,Student,1495,Urban,10.2464618356891,26,2.68,No,Walk,Shopping,5.8
1347,18,Male,Business,3548,Urban,13.727306685051,18,3.39,Yes,Car,Leisure,6.5
1348,56,Male,Employee,7269,Urban,21.1026611333958,42,3.16,No,Metro,Work,7.3
1349,21,Male,Employee,1463,Urban,13.7353229763367,25,1.88,Yes,Car,Leisure,6.9
1350,38,Female,Employee,6266,Semi-Urban,38.0621990676208,68,10.23,Yes,Car,Work,7.2
1351,24,Male,Student,500,Semi-Urban,43.0282272141454,75,6.87,Yes,Car,Work,7.8
1352,18,Female,Student,1355,Urban,11.5545888643182,17,3.87,Yes,Car,Education,6.3
1353,50,Female,Employee,8378,Urban,13.6694635205625,27,1.77,No,Bus,Work,6.0
1354,53,Male,Employee,5710,Semi-Urban,38.6293310348151,74,4.37,Yes,Car,Work,7.7
1355,33,Female,Employee,6374,Semi-Urban,48.0226890957983,90,7.03,Yes,Car,Work,5.8
1356,18,Female,Student,2077,Urban,8.6610458865548,24,0.77,Yes,Car,Shopping,7.1
1357,33,Female,Business,500,Urban,1.0,5,0.02,No,Metro,Work,7.1
1358,47,Male,Self-Employed,5197,Semi-Urban,45.1937472407847,93,6.35,Yes,Bus,Work,5.7
1359,19,Female,Student,500,Urban,22.4217273500006,40,1.66,Yes,Metro,Shopping,7.0
1360,44,Male,Business,9745,Urban,16.6002732970413,27,2.43,Yes,Car,Work,9.8
1361,41,Female,Self-Employed,5485,Urban,17.1463457516522,31,2.22,Yes,Metro,Shopping,6.8
1362,50,Female,Business,3552,Urban,10.4855208468786,24,3.19,Yes,Car,Education,6.8
1363,43,Male,Employee,9187,Urban,19.0014673722793,31,1.06,No,Bus,Leisure,7.1
1364,27,Female,Business,8408,Urban,21.8253345574735,45,0.0,Yes,Car,Work,8.0
1365,59,Female,Employee,6626,Semi-Urban,35.8474451212772,66,3.68,Yes,Car,Work,7.6
1366,39,Female,Employee,8098,Semi-Urban,72.368724950109,140,9.48,Yes,Bus,Shopping,4.2
1367,41,Male,Employee,3406,Rural,18.7251782465724,39,4.18,Yes,Bike,Shopping,7.4
1368,28,Male,Employee,2956,Urban,16.3036933668507,43,0.57,Yes,Metro,Leisure,7.4
1369,35,Female,Employee,2050,Urban,5.60517630146148,6,1.76,Yes,Car,Leisure,6.0
1370,28,Female,Employee,7501,Semi-Urban,48.1976888593533,99,8.05,Yes,Car,Work,7.6
1371,39,Female,Business,10347,Semi-Urban,11.2778685793672,20,2.86,Yes,Car,Leisure,7.5
1372,67,Male,Retired,3659,Urban,4.32862765825841,6,0.0,Yes,Metro,Education,8.2
1373,21,Male,Employee,4551,Urban,9.93450447560636,25,0.0,No,Metro,Education,6.4
1374,18,Female,Student,1786,Urban,17.1266573588431,30,2.93,Yes,Metro,Education,7.8
1375,64,Female,Employee,8517,Urban,10.236228890707,14,4.48,Yes,Metro,Work,7.2
1376,38,Male,Employee,6206,Urban,10.3164698992072,22,1.27,No,Walk,Leisure,5.9
1377,31,Female,Self-Employed,5715,Rural,46.3821909014782,100,5.24,Yes,Car,Work,7.0
1378,57,Female,Employee,6787,Urban,13.0620787275079,29,0.0,Yes,Metro,Leisure,7.2
1379,32,Male,Employee,5130,Rural,79.7489877663704,152,8.84,Yes,Car,Work,5.8
1380,69,Male,Self-Employed,6047,Semi-Urban,45.2886667950345,87,4.0,Yes,Bus,Leisure,4.3
1381,52,Male,Employee,7365,Urban,12.4033860817228,29,1.54,Yes,Bus,Work,6.1
1382,34,Female,Self-Employed,2544,Semi-Urban,66.4551786682042,140,4.95,Yes,Train,Work,6.7
1383,74,Male,Retired,1655,Semi-Urban,42.3749176228401,85,4.43,Yes,Car,Work,7.9
1384,32,Male,Employee,6824,Urban,7.24830355749161,11,0.0,Yes,Metro,Work,8.6
1385,53,Female,Employee,6839,Urban,17.0521099199347,42,3.93,No,Bike,Work,6.7
1386,46,Male,Employee,7477,Semi-Urban,43.0326881729797,85,3.45,Yes,Car,Work,5.9
1387,61,Male,Employee,6461,Semi-Urban,24.6856292140797,46,1.82,Yes,Car,Work,7.5
1388,65,Male,Self-Employed,2553,Semi-Urban,19.2123663379094,34,2.87,Yes,Train,Work,6.5
1389,42,Female,Business,7269,Urban,15.6916727203395,25,0.98,No,Metro,Shopping,6.6
1390,30,Female,Business,7332,Urban,12.1182258295517,38,6.17,No,Metro,Work,6.7
1391,48,Male,Business,8704,Urban,26.8330231076435,60,5.08,Yes,Car,Leisure,8.3
1392,31,Female,Employee,7040,Urban,20.9292465926793,38,2.55,No,Metro,Education,7.2
1393,72,Female,Retired,3179,Semi-Urban,25.3883708887012,59,3.78,Yes,Car,Leisure,5.7
1394,44,Male,Employee,9173,Rural,58.5187622189717,119,2.31,No,Bus,Work,5.2
1395,36,Male,Business,10113,Semi-Urban,54.0069221408711,110,8.94,Yes,Bus,Work,6.2
1396,44,Male,Employee,2781,Semi-Urban,14.0929333115052,24,2.71,No,Walk,Leisure,5.6
1397,21,Male,Employee,5684,Semi-Urban,19.6583263851837,36,2.21,Yes,Bus,Education,5.0
1398,27,Female,Self-Employed,2480,Semi-Urban,34.832470740807,69,5.31,No,Bike,Education,4.5
1399,60,Female,Employee,8345,Semi-Urban,35.5340295185755,61,5.64,Yes,Car,Education,8.3
1400,32,Male,Employee,4037,Urban,14.5824199562971,26,0.92,No,Metro,Education,5.7
1401,26,Male,Employee,7814,Rural,43.7844564242464,87,6.01,Yes,Car,Shopping,7.1
1402,50,Male,Employee,9159,Urban,12.3915174203838,31,3.58,Yes,Metro,Leisure,8.0
1403,59,Female,Business,10124,Urban,18.074065094573,33,3.08,Yes,Metro,Work,7.6
1404,52,Male,Self-Employed,5245,Urban,24.0715404291133,52,2.38,Yes,Car,Shopping,6.5
1405,56,Female,Employee,7966,Urban,11.1523781624925,12,1.93,Yes,Car,Education,8.8
1406,30,Male,Employee,6295,Semi-Urban,71.5759901775598,148,11.35,Yes,Car,Leisure,7.3
1407,20,Female,Employee,4043,Urban,30.6855314859225,56,5.25,Yes,Car,Shopping,7.1
1408,64,Female,Employee,6862,Semi-Urban,54.9388344437012,110,4.27,Yes,Train,Education,6.5
1409,37,Male,Employee,4623,Urban,19.9798666764924,41,3.57,Yes,Metro,Leisure,7.4
1410,38,Female,Self-Employed,5491,Urban,31.0639048517612,63,4.64,No,Walk,Leisure,6.5
1411,61,Female,Business,16353,Urban,12.6790770800047,24,3.85,Yes,Car,Education,9.1
1412,50,Male,Employee,7641,Semi-Urban,22.5109338201464,38,2.77,Yes,Car,Leisure,8.1
1413,48,Female,Employee,5639,Semi-Urban,27.1104191089402,49,2.51,No,Walk,Work,6.1
1414,74,Male,Retired,3648,Urban,6.97645757527934,18,0.0,No,Metro,Leisure,4.9
1415,32,Female,Business,7139,Urban,15.9744105785069,28,0.53,Yes,Car,Work,7.6
1416,55,Male,Business,14421,Rural,55.9966092825548,111,9.14,Yes,Car,Work,8.6
1417,42,Female,Employee,9990,Urban,16.6067187094488,25,2.39,Yes,Car,Leisure,8.3
1418,46,Female,Self-Employed,4782,Urban,14.9005491825456,34,1.59,Yes,Metro,Work,7.7
1419,64,Female,Employee,9602,Urban,16.0652362253729,25,4.52,Yes,Car,Work,8.0
1420,49,Female,Business,8613,Urban,28.8905904707991,62,5.65,Yes,Metro,Others,7.5
1421,50,Female,Employee,6831,Urban,19.9604149411126,34,0.92,Yes,Car,Education,7.8
1422,58,Male,Employee,7844,Urban,22.3800703728385,49,5.09,Yes,Car,Leisure,9.3
1423,36,Female,Self-Employed,5112,Rural,53.8157987337357,107,3.14,Yes,Bike,Education,5.9
1424,29,Female,Employee,8594,Semi-Urban,10.7661695229788,18,2.21,Yes,Car,Work,8.7
1425,26,Female,Employee,4140,Semi-Urban,7.79176294295733,23,1.62,Yes,Car,Leisure,7.6
1426,18,Female,Employee,4680,Semi-Urban,66.2421498531277,132,10.25,No,Bus,Education,3.8
1427,72,Female,Retired,1069,Semi-Urban,27.0226658715316,52,4.0,Yes,Train,Education,7.6
1428,25,Female,Business,8545,Semi-Urban,25.748729837721,56,2.6,Yes,Train,Work,8.5
1429,38,Male,Employee,7513,Rural,54.9132648275449,102,6.26,No,Bus,Work,5.9
1430,37,Male,Employee,4908,Urban,19.4032238266394,26,7.71,Yes,Car,Shopping,7.4
1431,46,Male,Self-Employed,500,Urban,20.4148970986753,46,2.62,Yes,Metro,Work,7.1
1432,54,Male,Employee,7342,Semi-Urban,61.6162779932,119,8.59,No,Bus,Work,5.2
1433,54,Female,Self-Employed,5534,Rural,80.0147276531588,164,5.56,Yes,Car,Work,6.8
1434,33,Male,Employee,6386,Rural,33.7813355072235,67,2.4,Yes,Bike,Shopping,5.1
1435,39,Male,Business,15382,Semi-Urban,49.5310186013268,93,6.98,Yes,Car,Leisure,6.9
1436,46,Other,Employee,6029,Urban,11.9272726543136,26,0.0,No,Walk,Shopping,5.7
1437,38,Male,Employee,4515,Urban,13.8999300445537,25,2.77,No,Metro,Shopping,7.5
1438,66,Male,Self-Employed,3166,Rural,28.1202158809727,50,1.92,Yes,Bike,Shopping,5.2
1439,49,Male,Employee,7197,Urban,1.45541716934872,5,0.0,No,Metro,Education,7.9
1440,53,Male,Business,12888,Urban,14.7475062989416,20,0.31,Yes,Car,Education,7.7
1441,51,Female,Business,9513,Rural,30.880361677775,63,6.76,No,Walk,Shopping,7.1
1442,59,Female,Business,14686,Urban,22.4225094285762,40,3.36,Yes,Metro,Work,8.0
1443,44,Female,Self-Employed,6430,Semi-Urban,30.7838263471981,61,1.87,Yes,Bus,Work,6.3
1444,22,Male,Student,1521,Semi-Urban,39.6288532842481,78,6.31,Yes,Bus,Work,3.8
1445,47,Female,Employee,5346,Urban,25.9402060313234,47,4.77,Yes,Metro,Leisure,6.7
1446,32,Male,Employee,4477,Urban,3.11763854574313,5,0.0,Yes,Car,Work,6.8
1447,34,Male,Employee,1755,Urban,9.2030608916025,31,3.02,Yes,Metro,Leisure,7.4
1448,50,Male,Employee,7353,Semi-Urban,37.7132543684877,75,6.54,Yes,Car,Shopping,7.0
1449,60,Male,Employee,8039,Urban,17.500198526586,44,3.8,Yes,Car,Work,8.1
1450,42,Male,Employee,6482,Urban,23.8279800101786,53,1.51,No,Bus,Work,6.9
1451,46,Male,Employee,7356,Rural,67.3430625808119,133,5.72,Yes,Bike,Work,6.7
1452,67,Other,Retired,3385,Urban,15.7754690058459,32,0.0,Yes,Metro,Education,7.4
1453,45,Male,Business,9918,Urban,17.427237364778,35,0.78,Yes,Car,Education,7.3
1454,75,Male,Retired,3048,Urban,17.6486071279239,44,1.38,No,Walk,Education,7.0
1455,50,Male,Employee,4893,Urban,3.24230108260995,10,0.0,No,Bike,Shopping,7.3
1456,18,Female,Employee,2924,Rural,46.8724904529007,89,5.53,Yes,Car,Work,6.5
1457,53,Male,Employee,7375,Urban,16.9877857439767,35,5.5,No,Metro,Leisure,8.8
1458,47,Female,Self-Employed,4028,Urban,18.6684068702808,41,1.56,No,Metro,Education,7.5
1459,61,Female,Business,15230,Rural,31.5127311987168,57,3.68,Yes,Car,Leisure,7.4
1460,52,Male,Employee,6212,Semi-Urban,15.9680313120666,34,0.0,Yes,Car,Work,7.1
1461,39,Male,Business,9998,Urban,13.1237392598553,32,6.03,Yes,Car,Education,7.8
1462,23,Male,Employee,4474,Rural,89.3473222218298,174,8.09,Yes,Car,Work,5.7
1463,38,Female,Employee,6919,Semi-Urban,22.7112873090699,41,1.31,Yes,Car,Work,6.9
1464,29,Male,Self-Employed,7301,Urban,24.3914259788384,54,4.32,Yes,Bus,Education,5.3
1465,33,Male,Employee,6341,Semi-Urban,58.7710946456768,115,7.54,Yes,Car,Education,7.9
1466,50,Male,Employee,3840,Rural,50.9093305246638,96,9.4,Yes,Car,Work,5.2
1467,67,Female,Retired,4194,Urban,9.56121652277239,23,2.59,Yes,Car,Shopping,6.8
1468,47,Male,Employee,8990,Semi-Urban,42.6922934548733,88,4.96,Yes,Train,Shopping,8.0
1469,24,Male,Student,1258,Rural,53.8998058419899,108,8.56,Yes,Car,Leisure,5.7
1470,48,Female,Self-Employed,5973,Semi-Urban,22.1134402971453,49,4.98,No,Bus,Work,6.2
1471,59,Female,Employee,6563,Urban,9.72957738902579,25,0.0,Yes,Metro,Leisure,7.4
1472,32,Female,Employee,2277,Urban,18.6286388171626,36,4.16,Yes,Car,Work,7.3
1473,39,Male,Employee,4791,Semi-Urban,49.0016061225282,107,5.44,Yes,Bus,Leisure,4.3
1474,42,Female,Self-Employed,4419,Urban,12.4176783894769,32,1.28,No,Bus,Education,4.4
1475,30,Female,Self-Employed,4790,Rural,48.6173287022389,87,6.12,No,Bike,Work,5.0
1476,51,Male,Business,8273,Urban,20.3491085640886,35,1.68,No,Bus,Work,5.0
1477,40,Female,Self-Employed,4033,Urban,13.6201049266085,15,0.77,Yes,Car,Education,7.4
1478,48,Male,Business,10666,Semi-Urban,30.5100954005617,59,5.63,Yes,Car,Leisure,7.1
1479,28,Female,Self-Employed,3959,Semi-Urban,23.6698877040916,41,0.0,No,Bus,Work,4.8
1480,35,Male,Business,10380,Urban,8.81852301300775,13,0.0,Yes,Bus,Work,8.1
1481,52,Female,Employee,8222,Urban,36.351062065786,78,5.71,Yes,Metro,Work,7.7
1482,36,Male,Employee,9170,Semi-Urban,32.0569750988137,55,3.7,Yes,Bus,Leisure,5.1
1483,67,Female,Retired,4125,Rural,77.3011664302444,155,11.26,No,Bus,Education,4.6
1484,36,Male,Employee,5964,Semi-Urban,60.259900062786,121,7.95,Yes,Bus,Shopping,5.1
1485,45,Female,Employee,5569,Urban,13.5313416840547,26,0.0,No,Metro,Leisure,5.9
1486,55,Female,Employee,7940,Urban,17.9474384674781,36,2.28,Yes,Car,Leisure,8.1
1487,20,Male,Business,7479,Semi-Urban,36.5371772304954,61,5.45,Yes,Car,Work,8.3
1488,18,Female,Student,1243,Rural,17.7563529868264,31,2.6,Yes,Car,Work,6.5
1489,19,Other,Employee,5075,Urban,2.5842159020147,12,0.0,Yes,Metro,Education,7.4
1490,60,Male,Business,8305,Semi-Urban,35.732727003564,65,3.74,Yes,Car,Work,7.2
1491,33,Male,Self-Employed,5011,Urban,11.6006916911312,31,0.27,Yes,Bus,Shopping,6.3
1492,75,Female,Self-Employed,6611,Semi-Urban,63.3737050759038,119,4.95,Yes,Car,Leisure,6.6
1493,33,Male,Business,7587,Semi-Urban,31.4514059195807,55,0.85,No,Train,Work,7.4
1494,44,Male,Employee,6089,Urban,30.6074319765449,56,4.45,Yes,Bus,Shopping,5.2
1495,65,Male,Retired,2862,Semi-Urban,27.8541290579668,61,1.6,Yes,Car,Work,8.5
1496,72,Male,Retired,2164,Urban,30.2976033648714,57,4.79,No,Walk,Work,5.6
1497,72,Male,Business,17821,Urban,19.0513959755787,39,1.1,Yes,Car,Work,9.9
1498,60,Male,Self-Employed,3463,Semi-Urban,43.4493784365679,87,2.59,No,Bus,Education,5.4
1499,57,Female,Business,13004,Urban,10.9058883461308,21,0.49,Yes,Bus,Leisure,5.2
1500,50,Female,Employee,7620,Semi-Urban,43.6537577060553,93,9.43,Yes,Train,Work,6.9
1501,53,Male,Employee,5877,Urban,28.54170746465,60,3.23,Yes,Car,Leisure,6.4
1502,33,Female,Employee,5409,Semi-Urban,32.8275875890979,59,5.23,Yes,Car,Work,8.0
1503,29,Female,Employee,3535,Urban,12.284825477067,23,1.81,No,Bus,Others,4.8
1504,41,Female,Employee,8186,Semi-Urban,31.2985619170986,71,0.95,Yes,Train,Shopping,7.9
1505,39,Male,Employee,4191,Semi-Urban,59.3016740750965,120,10.01,Yes,Train,Leisure,7.2
1506,35,Male,Business,6788,Rural,67.1070241400217,126,7.56,Yes,Car,Leisure,7.0
1507,52,Female,Employee,5363,Rural,78.9535998094223,150,6.85,Yes,Car,Work,6.3
1508,56,Female,Employee,5563,Urban,17.5089816838741,39,1.08,Yes,Metro,Work,7.1
1509,43,Female,Self-Employed,8682,Urban,15.3145548542226,34,1.43,No,Metro,Education,7.9
1510,64,Female,Employee,9214,Semi-Urban,41.3591605860594,78,6.46,Yes,Car,Education,6.5
1511,24,Male,Student,1570,Semi-Urban,51.0523780161881,105,4.76,Yes,Car,Leisure,6.3
1512,39,Female,Employee,4915,Urban,13.023054059297,34,6.8,No,Walk,Work,7.3
1513,31,Male,Employee,6461,Urban,25.9494159468542,59,1.24,Yes,Car,Leisure,6.7
1514,18,Male,Student,1087,Semi-Urban,40.4874583559881,88,6.08,No,Bike,Leisure,4.8
1515,40,Female,Employee,7190,Rural,1.87443723939643,6,0.0,No,Walk,Work,6.9
1516,40,Male,Employee,4691,Rural,67.6698685421039,134,7.87,Yes,Car,Leisure,6.6
1517,64,Male,Employee,7433,Urban,4.82155989390414,7,1.31,Yes,Metro,Education,7.6
1518,51,Female,Employee,8237,Urban,21.8733820853919,43,0.39,Yes,Metro,Work,6.6
1519,26,Male,Self-Employed,7227,Urban,22.2121439859053,40,5.66,Yes,Bus,Work,5.3
1520,69,Female,Retired,3597,Urban,17.6391407790496,33,2.99,No,Walk,Work,4.4
1521,60,Other,Self-Employed,3400,Semi-Urban,43.1552134831504,92,4.54,Yes,Bus,Work,5.7
1522,50,Female,Employee,6329,Semi-Urban,51.4830618176598,94,7.03,Yes,Train,Leisure,7.3
1523,38,Male,Employee,6035,Urban,11.0349786095141,14,0.14,No,Metro,Shopping,7.7
1524,27,Male,Business,5002,Urban,21.3474372776198,46,5.06,Yes,Car,Shopping,6.7
1525,36,Male,Employee,7656,Urban,24.3041864236562,46,4.95,No,Walk,Work,6.6
1526,58,Male,Employee,4197,Rural,85.2016519507695,160,10.97,Yes,Car,Shopping,6.0
1527,70,Male,Retired,2221,Urban,6.15375771152237,12,1.96,No,Bike,Others,5.3
1528,65,Female,Retired,2490,Urban,18.2681285199021,35,0.0,Yes,Metro,Work,6.6
1529,34,Male,Business,500,Semi-Urban,20.577662014078,38,5.4,Yes,Car,Shopping,7.7
1530,25,Female,Self-Employed,2707,Semi-Urban,19.9411697344775,43,2.19,Yes,Car,Others,6.0
1531,44,Male,Employee,7337,Rural,57.1805554481196,107,8.91,Yes,Car,Leisure,7.8
1532,18,Female,Employee,3845,Urban,15.6196465183691,31,3.37,Yes,Car,Education,6.0
1533,46,Female,Employee,8959,Semi-Urban,52.1750221778297,103,8.28,Yes,Car,Leisure,8.6
1534,39,Male,Self-Employed,8590,Urban,12.2305884032463,24,0.0,Yes,Bus,Education,4.6
1535,35,Male,Business,10049,Rural,47.3189712760597,85,3.84,Yes,Car,Others,8.0
1536,18,Female,Business,7139,Semi-Urban,38.1725639350727,73,9.08,Yes,Car,Work,6.8
1537,49,Female,Employee,6998,Semi-Urban,22.0725672284531,44,0.0,No,Bus,Shopping,6.0
1538,34,Female,Business,634,Urban,9.21544123987255,21,0.0,No,Metro,Work,6.8
1539,24,Male,Student,802,Semi-Urban,51.7414799865882,112,6.3,Yes,Train,Work,6.5
1540,18,Male,Student,1550,Urban,10.6083596697511,25,1.36,No,Metro,Shopping,5.4
1541,41,Female,Self-Employed,6732,Urban,24.4598125315974,51,1.86,Yes,Car,Shopping,7.5
1542,68,Female,Retired,3289,Urban,19.8585006453463,46,3.62,No,Walk,Education,6.2
1543,66,Male,Self-Employed,3715,Semi-Urban,11.7870346176659,22,3.22,No,Train,Others,6.8
1544,35,Female,Employee,6906,Urban,19.2430295347023,46,2.27,No,Metro,Shopping,7.5
1545,32,Male,Business,12747,Rural,60.4495964618825,126,6.72,Yes,Bike,Shopping,5.6
1546,49,Male,Employee,8306,Semi-Urban,41.3439291276692,80,4.92,Yes,Bus,Leisure,6.4
1547,27,Male,Employee,6184,Urban,13.8649861889359,37,0.67,Yes,Car,Others,7.9
1548,46,Male,Employee,5761,Semi-Urban,20.8989881691222,44,0.0,Yes,Bus,Shopping,6.1
1549,53,Female,Employee,8913,Urban,25.7697021289009,62,3.69,Yes,Car,Shopping,8.3
1550,60,Male,Employee,8218,Urban,14.1873632902173,29,3.23,Yes,Car,Work,8.9
1551,40,Male,Business,11034,Semi-Urban,21.7489075949694,40,2.3,Yes,Bus,Education,6.0
1552,38,Female,Employee,6348,Rural,59.1493737217601,114,2.57,Yes,Bike,Shopping,7.1
